risk_value,date,daily_variation,trend
1406,2020-10-15,2.0,Increase
1397,2020-10-16,-9.0,Decrease
1397,2020-10-17,0.0,No Change
1397,2020-10-18,0.0,No Change
1431,2020-10-19,34.0,Increase
1434,2020-10-20,3.0,Increase
1445,2020-10-21,11.0,Increase
1440,2020-10-22,-5.0,Decrease
1425,2020-10-23,-15.0,Decrease
1425,2020-10-24,0.0,No Change
1425,2020-10-25,0.0,No Change
1445,2020-10-26,20.0,Increase
1460,2020-10-27,15.0,Increase
1481,2020-10-28,21.0,Increase
1480,2020-10-29,-1.0,Decrease
1482,2020-10-30,2.0,Increase
1482,2020-10-31,0.0,No Change
1482,2020-11-01,0.0,No Change
1464,2020-11-02,-18.0,Decrease
1435,2020-11-03,-29.0,Decrease
1430,2020-11-04,-5.0,Decrease
1402,2020-11-05,-28.0,Decrease
1391,2020-11-06,-11.0,Decrease
1391,2020-11-07,0.0,No Change
1391,2020-11-08,0.0,No Change
1353,2020-11-09,-38.0,Decrease
1352,2020-11-10,-1.0,Decrease
1352,2020-11-11,0.0,No Change
1342,2020-11-12,-10.0,Decrease
1331,2020-11-13,-11.0,Decrease
1331,2020-11-14,0.0,No Change
1331,2020-11-15,0.0,No Change
1323,2020-11-16,-8.0,Decrease
1350,2020-11-17,27.0,Increase
1357,2020-11-18,7.0,Increase
1370,2020-11-19,13.0,Increase
1378,2020-11-20,8.0,Increase
1378,2020-11-21,0.0,No Change
1378,2020-11-22,0.0,No Change
1375,2020-11-23,-3.0,Decrease
1369,2020-11-24,-6.0,Decrease
1376,2020-11-25,7.0,Increase
1376,2020-11-26,0.0,No Change
1376,2020-11-27,0.0,No Change
1376,2020-11-28,0.0,No Change
1376,2020-11-29,0.0,No Change
1410,2020-11-30,34.0,Increase
1405,2020-12-01,-5.0,Decrease
1411,2020-12-02,6.0,Increase
1426,2020-12-03,15.0,Increase
1427,2020-12-04,1.0,Increase
1427,2020-12-05,0.0,No Change
1427,2020-12-06,0.0,No Change
1456,2020-12-07,29.0,Increase
1452,2020-12-08,-4.0,Decrease
1434,2020-12-09,-18.0,Decrease
1418,2020-12-10,-16.0,Decrease
1394,2020-12-11,-24.0,Decrease
1394,2020-12-12,0.0,No Change
1394,2020-12-13,0.0,No Change
1369,2020-12-14,-25.0,Decrease
1387,2020-12-15,18.0,Increase
1382,2020-12-16,-5.0,Decrease
1380,2020-12-17,-2.0,Decrease
1365,2020-12-18,-15.0,Decrease
1365,2020-12-19,0.0,No Change
1365,2020-12-20,0.0,No Change
1362,2020-12-21,-3.0,Decrease
1363,2020-12-22,1.0,Increase
1358,2020-12-23,-5.0,Decrease
1356,2020-12-24,-2.0,Decrease
1356,2020-12-25,0.0,No Change
1356,2020-12-26,0.0,No Change
1356,2020-12-27,0.0,No Change
1362,2020-12-28,6.0,Increase
1368,2020-12-29,6.0,Increase
1373,2020-12-30,5.0,Increase
1368,2020-12-31,-5.0,Decrease
1368,2021-01-01,0.0,No Change
1368,2021-01-02,0.0,No Change
1368,2021-01-03,0.0,No Change
1400,2021-01-04,32.0,Increase
1412,2021-01-05,12.0,Increase
1374,2021-01-06,-38.0,Decrease
1374,2021-01-07,0.0,No Change
1384,2021-01-08,10.0,Increase
1384,2021-01-09,0.0,No Change
1384,2021-01-10,0.0,No Change
1395,2021-01-11,11.0,Increase
1415,2021-01-12,20.0,Increase
1449,2021-01-13,34.0,Increase
1460,2021-01-14,11.0,Increase
1451,2021-01-15,-9.0,Decrease
1451,2021-01-16,0.0,No Change
1451,2021-01-17,0.0,No Change
1451,2021-01-18,0.0,No Change
1429,2021-01-19,-22.0,Decrease
1419,2021-01-20,-10.0,Decrease
1440,2021-01-21,21.0,Increase
1422,2021-01-22,-18.0,Decrease
1422,2021-01-23,0.0,No Change
1422,2021-01-24,0.0,No Change
1433,2021-01-25,11.0,Increase
1430,2021-01-26,-3.0,Decrease
1444,2021-01-27,14.0,Increase
1444,2021-01-28,0.0,No Change
1445,2021-01-29,1.0,Increase
1445,2021-01-30,0.0,No Change
1445,2021-01-31,0.0,No Change
1438,2021-02-01,-7.0,Decrease
1440,2021-02-02,2.0,Increase
1455,2021-02-03,15.0,Increase
1455,2021-02-04,0.0,No Change
1445,2021-02-05,-10.0,Decrease
1445,2021-02-06,0.0,No Change
1445,2021-02-07,0.0,No Change
1434,2021-02-08,-11.0,Decrease
1448,2021-02-09,14.0,Increase
1456,2021-02-10,8.0,Increase
1463,2021-02-11,7.0,Increase
1456,2021-02-12,-7.0,Decrease
1456,2021-02-13,0.0,No Change
1456,2021-02-14,0.0,No Change
1456,2021-02-15,0.0,No Change
1497,2021-02-16,41.0,Increase
1473,2021-02-17,-24.0,Decrease
1482,2021-02-18,9.0,Increase
1488,2021-02-19,6.0,Increase
1488,2021-02-20,0.0,No Change
1488,2021-02-21,0.0,No Change
1501,2021-02-22,13.0,Increase
1514,2021-02-23,13.0,Increase
1505,2021-02-24,-9.0,Decrease
1499,2021-02-25,-6.0,Decrease
1511,2021-02-26,12.0,Increase
1511,2021-02-27,0.0,No Change
1511,2021-02-28,0.0,No Change
1512,2021-03-01,1.0,Increase
1543,2021-03-02,31.0,Increase
1547,2021-03-03,4.0,Increase
1552,2021-03-04,5.0,Increase
1590,2021-03-05,38.0,Increase
1590,2021-03-06,0.0,No Change
1590,2021-03-07,0.0,No Change
1598,2021-03-08,8.0,Increase
1639,2021-03-09,41.0,Increase
1647,2021-03-10,8.0,Increase
1630,2021-03-11,-17.0,Decrease
1594,2021-03-12,-36.0,Decrease
1594,2021-03-13,0.0,No Change
1594,2021-03-14,0.0,No Change
1570,2021-03-15,-24.0,Decrease
1551,2021-03-16,-19.0,Decrease
1533,2021-03-17,-18.0,Decrease
1536,2021-03-18,3.0,Increase
1517,2021-03-19,-19.0,Decrease
1517,2021-03-20,0.0,No Change
1517,2021-03-21,0.0,No Change
1512,2021-03-22,-5.0,Decrease
1522,2021-03-23,10.0,Increase
1573,2021-03-24,51.0,Increase
1566,2021-03-25,-7.0,Decrease
1572,2021-03-26,6.0,Increase
1572,2021-03-27,0.0,No Change
1572,2021-03-28,0.0,No Change
1576,2021-03-29,4.0,Increase
1599,2021-03-30,23.0,Increase
1589,2021-03-31,-10.0,Decrease
1589,2021-04-01,0.0,No Change
1589,2021-04-02,0.0,No Change
1589,2021-04-03,0.0,No Change
1589,2021-04-04,0.0,No Change
1592,2021-04-05,3.0,Increase
1598,2021-04-06,6.0,Increase
1606,2021-04-07,8.0,Increase
1608,2021-04-08,2.0,Increase
1614,2021-04-09,6.0,Increase
1614,2021-04-10,0.0,No Change
1614,2021-04-11,0.0,No Change
1586,2021-04-12,-28.0,Decrease
1592,2021-04-13,6.0,Increase
1578,2021-04-14,-14.0,Decrease
1605,2021-04-15,27.0,Increase
1601,2021-04-16,-4.0,Decrease
1601,2021-04-17,0.0,No Change
1601,2021-04-18,0.0,No Change
1590,2021-04-19,-11.0,Decrease
1594,2021-04-20,4.0,Increase
1597,2021-04-21,3.0,Increase
1581,2021-04-22,-16.0,Decrease
1578,2021-04-23,-3.0,Decrease
1578,2021-04-24,0.0,No Change
1578,2021-04-25,0.0,No Change
1559,2021-04-26,-19.0,Decrease
1539,2021-04-27,-20.0,Decrease
1545,2021-04-28,6.0,Increase
1557,2021-04-29,12.0,Increase
1551,2021-04-30,-6.0,Decrease
1551,2021-05-01,0.0,No Change
1551,2021-05-02,0.0,No Change
1562,2021-05-03,11.0,Increase
1560,2021-05-04,-2.0,Decrease
1567,2021-05-05,7.0,Increase
1578,2021-05-06,11.0,Increase
1580,2021-05-07,2.0,Increase
1580,2021-05-08,0.0,No Change
1580,2021-05-09,0.0,No Change
1591,2021-05-10,11.0,Increase
1607,2021-05-11,16.0,Increase
1596,2021-05-12,-11.0,Decrease
1592,2021-05-13,-4.0,Decrease
1547,2021-05-14,-45.0,Decrease
1547,2021-05-15,0.0,No Change
1547,2021-05-16,0.0,No Change
1513,2021-05-17,-34.0,Decrease
1504,2021-05-18,-9.0,Decrease
1518,2021-05-19,14.0,Increase
1519,2021-05-20,1.0,Increase
1537,2021-05-21,18.0,Increase
1537,2021-05-22,0.0,No Change
1537,2021-05-23,0.0,No Change
1532,2021-05-24,-5.0,Decrease
1528,2021-05-25,-4.0,Decrease
1514,2021-05-26,-14.0,Decrease
1506,2021-05-27,-8.0,Decrease
1508,2021-05-28,2.0,Increase
1508,2021-05-29,0.0,No Change
1508,2021-05-30,0.0,No Change
1508,2021-05-31,0.0,No Change
1498,2021-06-01,-10.0,Decrease
1480,2021-06-02,-18.0,Decrease
1498,2021-06-03,18.0,Increase
1506,2021-06-04,8.0,Increase
1506,2021-06-05,0.0,No Change
1506,2021-06-06,0.0,No Change
1507,2021-06-07,1.0,Increase
1492,2021-06-08,-15.0,Decrease
1470,2021-06-09,-22.0,Decrease
1474,2021-06-10,4.0,Increase
1466,2021-06-11,-8.0,Decrease
1466,2021-06-12,0.0,No Change
1466,2021-06-13,0.0,No Change
1476,2021-06-14,10.0,Increase
1483,2021-06-15,7.0,Increase
1473,2021-06-16,-10.0,Decrease
1496,2021-06-17,23.0,Increase
1501,2021-06-18,5.0,Increase
1501,2021-06-19,0.0,No Change
1501,2021-06-20,0.0,No Change
1522,2021-06-21,21.0,Increase
1536,2021-06-22,14.0,Increase
1532,2021-06-23,-4.0,Decrease
1556,2021-06-24,24.0,Increase
1573,2021-06-25,17.0,Increase
1573,2021-06-26,0.0,No Change
1573,2021-06-27,0.0,No Change
1587,2021-06-28,14.0,Increase
1592,2021-06-29,5.0,Increase
1596,2021-06-30,4.0,Increase
1585,2021-07-01,-11.0,Decrease
1590,2021-07-02,5.0,Increase
1590,2021-07-03,0.0,No Change
1590,2021-07-04,0.0,No Change
1590,2021-07-05,0.0,No Change
1607,2021-07-06,17.0,Increase
1602,2021-07-07,-5.0,Decrease
1611,2021-07-08,9.0,Increase
1600,2021-07-09,-11.0,Decrease
1600,2021-07-10,0.0,No Change
1600,2021-07-11,0.0,No Change
1599,2021-07-12,-1.0,Decrease
1589,2021-07-13,-10.0,Decrease
1582,2021-07-14,-7.0,Decrease
1595,2021-07-15,13.0,Increase
1595,2021-07-16,0.0,No Change
1595,2021-07-17,0.0,No Change
1595,2021-07-18,0.0,No Change
1621,2021-07-19,26.0,Increase
1606,2021-07-20,-15.0,Decrease
1597,2021-07-21,-9.0,Decrease
1597,2021-07-22,0.0,No Change
1581,2021-07-23,-16.0,Decrease
1581,2021-07-24,0.0,No Change
1581,2021-07-25,0.0,No Change
1587,2021-07-26,6.0,Increase
1601,2021-07-27,14.0,Increase
1600,2021-07-28,-1.0,Decrease
1593,2021-07-29,-7.0,Decrease
1591,2021-07-30,-2.0,Decrease
1591,2021-07-31,0.0,No Change
1591,2021-08-01,0.0,No Change
1595,2021-08-02,4.0,Increase
1595,2021-08-03,0.0,No Change
1589,2021-08-04,-6.0,Decrease
1580,2021-08-05,-9.0,Decrease
1573,2021-08-06,-7.0,Decrease
1573,2021-08-07,0.0,No Change
1573,2021-08-08,0.0,No Change
1579,2021-08-09,6.0,Increase
1564,2021-08-10,-15.0,Decrease
1565,2021-08-11,1.0,Increase
1538,2021-08-12,-27.0,Decrease
1566,2021-08-13,28.0,Increase
1566,2021-08-14,0.0,No Change
1566,2021-08-15,0.0,No Change
1589,2021-08-16,23.0,Increase
1589,2021-08-17,0.0,No Change
1589,2021-08-18,0.0,No Change
1604,2021-08-19,15.0,Increase
1598,2021-08-20,-6.0,Decrease
1598,2021-08-21,0.0,No Change
1598,2021-08-22,0.0,No Change
1572,2021-08-23,-26.0,Decrease
1547,2021-08-24,-25.0,Decrease
1538,2021-08-25,-9.0,Decrease
1542,2021-08-26,4.0,Increase
1538,2021-08-27,-4.0,Decrease
1538,2021-08-28,0.0,No Change
1538,2021-08-29,0.0,No Change
1509,2021-08-30,-29.0,Decrease
1513,2021-08-31,4.0,Increase
1493,2021-09-01,-20.0,Decrease
1482,2021-09-02,-11.0,Decrease
1487,2021-09-03,5.0,Increase
1487,2021-09-04,0.0,No Change
1487,2021-09-05,0.0,No Change
1487,2021-09-06,0.0,No Change
1477,2021-09-07,-10.0,Decrease
1504,2021-09-08,27.0,Increase
1528,2021-09-09,24.0,Increase
1538,2021-09-10,10.0,Increase
1538,2021-09-11,0.0,No Change
1538,2021-09-12,0.0,No Change
1483,2021-09-13,-55.0,Decrease
1501,2021-09-14,18.0,Increase
1490,2021-09-15,-11.0,Decrease
1496,2021-09-16,6.0,Increase
1512,2021-09-17,16.0,Increase
1512,2021-09-18,0.0,No Change
1512,2021-09-19,0.0,No Change
1576,2021-09-20,64.0,Increase
1597,2021-09-21,21.0,Increase
1612,2021-09-22,15.0,Increase
1598,2021-09-23,-14.0,Decrease
1619,2021-09-24,21.0,Increase
1619,2021-09-25,0.0,No Change
1619,2021-09-26,0.0,No Change
1631,2021-09-27,12.0,Increase
1597,2021-09-28,-34.0,Decrease
1589,2021-09-29,-8.0,Decrease
1607,2021-09-30,18.0,Increase
1611,2021-10-01,4.0,Increase
1611,2021-10-02,0.0,No Change
1611,2021-10-03,0.0,No Change
1613,2021-10-04,2.0,Increase
1592,2021-10-05,-21.0,Decrease
1588,2021-10-06,-4.0,Decrease
1582,2021-10-07,-6.0,Decrease
1602,2021-10-08,20.0,Increase
1602,2021-10-09,0.0,No Change
1602,2021-10-10,0.0,No Change
1602,2021-10-11,0.0,No Change
1617,2021-10-12,15.0,Increase
1625,2021-10-13,8.0,Increase
1629,2021-10-14,4.0,Increase
1629,2021-10-15,0.0,No Change
1629,2021-10-16,0.0,No Change
1629,2021-10-17,0.0,No Change
1644,2021-10-18,15.0,Increase
1639,2021-10-19,-5.0,Decrease
1638,2021-10-20,-1.0,Decrease
1653,2021-10-21,15.0,Increase
1672,2021-10-22,19.0,Increase
1672,2021-10-23,0.0,No Change
1672,2021-10-24,0.0,No Change
1667,2021-10-25,-5.0,Decrease
1664,2021-10-26,-3.0,Decrease
1669,2021-10-27,5.0,Increase
1694,2021-10-28,25.0,Increase
1712,2021-10-29,18.0,Increase
1712,2021-10-30,0.0,No Change
1712,2021-10-31,0.0,No Change
1728,2021-11-01,16.0,Increase
1741,2021-11-02,13.0,Increase
1737,2021-11-03,-4.0,Decrease
1746,2021-11-04,9.0,Increase
1726,2021-11-05,-20.0,Decrease
1726,2021-11-06,0.0,No Change
1726,2021-11-07,0.0,No Change
1716,2021-11-08,-10.0,Decrease
1731,2021-11-09,15.0,Increase
1744,2021-11-10,13.0,Increase
1744,2021-11-11,0.0,No Change
1734,2021-11-12,-10.0,Decrease
1734,2021-11-13,0.0,No Change
1734,2021-11-14,0.0,No Change
1684,2021-11-15,-50.0,Decrease
1707,2021-11-16,23.0,Increase
1724,2021-11-17,17.0,Increase
1741,2021-11-18,17.0,Increase
1750,2021-11-19,9.0,Increase
1750,2021-11-20,0.0,No Change
1750,2021-11-21,0.0,No Change
1780,2021-11-22,30.0,Increase
1798,2021-11-23,18.0,Increase
1821,2021-11-24,23.0,Increase
1821,2021-11-25,0.0,No Change
1872,2021-11-26,51.0,Increase
1872,2021-11-27,0.0,No Change
1872,2021-11-28,0.0,No Change
1878,2021-11-29,6.0,Increase
1914,2021-11-30,36.0,Increase
1827,2021-12-01,-87.0,Decrease
1816,2021-12-02,-11.0,Decrease
1779,2021-12-03,-37.0,Decrease
1779,2021-12-04,0.0,No Change
1779,2021-12-05,0.0,No Change
1747,2021-12-06,-32.0,Decrease
1698,2021-12-07,-49.0,Decrease
1693,2021-12-08,-5.0,Decrease
1684,2021-12-09,-9.0,Decrease
1712,2021-12-10,28.0,Increase
1712,2021-12-11,0.0,No Change
1712,2021-12-12,0.0,No Change
1717,2021-12-13,5.0,Increase
1697,2021-12-14,-20.0,Decrease
1686,2021-12-15,-11.0,Decrease
1704,2021-12-16,18.0,Increase
1717,2021-12-17,13.0,Increase
1717,2021-12-18,0.0,No Change
1717,2021-12-19,0.0,No Change
1748,2021-12-20,31.0,Increase
1743,2021-12-21,-5.0,Decrease
1754,2021-12-22,11.0,Increase
1762,2021-12-23,8.0,Increase
1762,2021-12-24,0.0,No Change
1762,2021-12-25,0.0,No Change
1762,2021-12-26,0.0,No Change
1743,2021-12-27,-19.0,Decrease
1718,2021-12-28,-25.0,Decrease
1702,2021-12-29,-16.0,Decrease
1703,2021-12-30,1.0,Increase
1688,2021-12-31,-15.0,Decrease
1688,2022-01-01,0.0,No Change
1688,2022-01-02,0.0,No Change
1701,2022-01-03,13.0,Increase
1731,2022-01-04,30.0,Increase
1753,2022-01-05,22.0,Increase
1788,2022-01-06,35.0,Increase
1802,2022-01-07,14.0,Increase
1802,2022-01-08,0.0,No Change
1802,2022-01-09,0.0,No Change
1821,2022-01-10,19.0,Increase
1820,2022-01-11,-1.0,Decrease
1835,2022-01-12,15.0,Increase
1864,2022-01-13,29.0,Increase
1882,2022-01-14,18.0,Increase
1882,2022-01-15,0.0,No Change
1882,2022-01-16,0.0,No Change
1882,2022-01-17,0.0,No Change
1890,2022-01-18,8.0,Increase
1880,2022-01-19,-10.0,Decrease
1907,2022-01-20,27.0,Increase
1916,2022-01-21,9.0,Increase
1916,2022-01-22,0.0,No Change
1916,2022-01-23,0.0,No Change
1961,2022-01-24,45.0,Increase
1928,2022-01-25,-33.0,Decrease
1896,2022-01-26,-32.0,Decrease
1904,2022-01-27,8.0,Increase
1756,2022-01-28,-148.0,Decrease
1756,2022-01-29,0.0,No Change
1756,2022-01-30,0.0,No Change
1723,2022-01-31,-33.0,Decrease
1740,2022-02-01,17.0,Increase
1726,2022-02-02,-14.0,Decrease
1758,2022-02-03,32.0,Increase
1780,2022-02-04,22.0,Increase
1780,2022-02-05,0.0,No Change
1780,2022-02-06,0.0,No Change
1784,2022-02-07,4.0,Increase
1770,2022-02-08,-14.0,Decrease
1767,2022-02-09,-3.0,Decrease
1776,2022-02-10,9.0,Increase
1814,2022-02-11,38.0,Increase
1814,2022-02-12,0.0,No Change
1814,2022-02-13,0.0,No Change
1800,2022-02-14,-14.0,Decrease
1762,2022-02-15,-38.0,Decrease
1738,2022-02-16,-24.0,Decrease
1759,2022-02-17,21.0,Increase
1709,2022-02-18,-50.0,Decrease
1709,2022-02-19,0.0,No Change
1709,2022-02-20,0.0,No Change
1709,2022-02-21,0.0,No Change
1725,2022-02-22,16.0,Increase
1739,2022-02-23,14.0,Increase
1766,2022-02-24,27.0,Increase
1795,2022-02-25,29.0,Increase
1795,2022-02-26,0.0,No Change
1795,2022-02-27,0.0,No Change
1816,2022-02-28,21.0,Increase
1842,2022-03-01,26.0,Increase
1850,2022-03-02,8.0,Increase
1860,2022-03-03,10.0,Increase
1927,2022-03-04,67.0,Increase
1927,2022-03-05,0.0,No Change
1927,2022-03-06,0.0,No Change
1971,2022-03-07,44.0,Increase
1825,2022-03-10,-146.0,Decrease
1816,2022-03-11,-9.0,Decrease
1816,2022-03-12,0.0,No Change
1816,2022-03-13,0.0,No Change
1807,2022-03-14,-9.0,Decrease
1815,2022-03-15,8.0,Increase
1780,2022-03-16,-35.0,Decrease
1769,2022-03-17,-11.0,Decrease
1789,2022-03-18,20.0,Increase
1789,2022-03-19,0.0,No Change
1789,2022-03-20,0.0,No Change
1791,2022-03-21,2.0,Increase
1787,2022-03-22,-4.0,Decrease
1837,2022-03-23,50.0,Increase
1817,2022-03-24,-20.0,Decrease
1785,2022-03-25,-32.0,Decrease
1785,2022-03-26,0.0,No Change
1785,2022-03-27,0.0,No Change
1744,2022-03-28,-41.0,Decrease
1727,2022-03-29,-17.0,Decrease
1729,2022-03-30,2.0,Increase
1718,2022-03-31,-11.0,Decrease
1714,2022-04-01,-4.0,Decrease
1714,2022-04-02,0.0,No Change
1714,2022-04-03,0.0,No Change
1692,2022-04-04,-22.0,Decrease
1710,2022-04-05,18.0,Increase
1710,2022-04-06,0.0,No Change
1702,2022-04-07,-8.0,Decrease
1711,2022-04-08,9.0,Increase
1711,2022-04-09,0.0,No Change
1711,2022-04-10,0.0,No Change
1723,2022-04-11,12.0,Increase
1735,2022-04-12,12.0,Increase
1710,2022-04-13,-25.0,Decrease
1689,2022-04-14,-21.0,Decrease
1689,2022-04-15,0.0,No Change
1689,2022-04-16,0.0,No Change
1689,2022-04-17,0.0,No Change
1679,2022-04-18,-10.0,Decrease
1689,2022-04-19,10.0,Increase
1701,2022-04-20,12.0,Increase
1730,2022-04-21,29.0,Increase
1776,2022-04-22,46.0,Increase
1776,2022-04-23,0.0,No Change
1776,2022-04-24,0.0,No Change
1754,2022-04-25,-22.0,Decrease
1782,2022-04-26,28.0,Increase
1768,2022-04-27,-14.0,Decrease
1789,2022-04-28,21.0,Increase
1801,2022-04-29,12.0,Increase
1801,2022-04-30,0.0,No Change
1801,2022-05-01,0.0,No Change
1817,2022-05-02,16.0,Increase
1786,2022-05-03,-31.0,Decrease
1763,2022-05-04,-23.0,Decrease
1788,2022-05-05,25.0,Increase
1808,2022-05-06,20.0,Increase
1808,2022-05-07,0.0,No Change
1808,2022-05-08,0.0,No Change
1849,2022-05-09,41.0,Increase
1854,2022-05-10,5.0,Increase
1840,2022-05-11,-14.0,Decrease
1887,2022-05-12,47.0,Increase
1895,2022-05-13,8.0,Increase
1895,2022-05-14,0.0,No Change
1895,2022-05-15,0.0,No Change
1927,2022-05-16,32.0,Increase
1930,2022-05-17,3.0,Increase
1951,2022-05-18,21.0,Increase
1944,2022-05-19,-7.0,Decrease
1951,2022-05-20,7.0,Increase
1951,2022-05-21,0.0,No Change
1951,2022-05-22,0.0,No Change
1916,2022-05-23,-35.0,Decrease
1934,2022-05-24,18.0,Increase
1917,2022-05-25,-17.0,Decrease
1928,2022-05-26,11.0,Increase
1916,2022-05-27,-12.0,Decrease
1916,2022-05-28,0.0,No Change
1916,2022-05-29,0.0,No Change
1916,2022-05-30,0.0,No Change
1918,2022-05-31,2.0,Increase
1914,2022-06-01,-4.0,Decrease
1897,2022-06-02,-17.0,Decrease
1894,2022-06-03,-3.0,Decrease
1894,2022-06-04,0.0,No Change
1894,2022-06-05,0.0,No Change
1908,2022-06-06,14.0,Increase
1930,2022-06-07,22.0,Increase
1970,2022-06-08,40.0,Increase
2045,2022-06-09,75.0,Increase
2043,2022-06-10,-2.0,Decrease
2043,2022-06-11,0.0,No Change
2043,2022-06-12,0.0,No Change
2124,2022-06-13,81.0,Increase
2125,2022-06-14,1.0,Increase
2111,2022-06-15,-14.0,Decrease
2199,2022-06-16,88.0,Increase
2213,2022-06-17,14.0,Increase
2213,2022-06-18,0.0,No Change
2213,2022-06-19,0.0,No Change
2213,2022-06-20,0.0,No Change
2200,2022-06-21,-13.0,Decrease
2265,2022-06-22,65.0,Increase
2285,2022-06-23,20.0,Increase
2356,2022-06-24,71.0,Increase
2356,2022-06-25,0.0,No Change
2356,2022-06-26,0.0,No Change
2451,2022-06-27,95.0,Increase
2434,2022-06-28,-17.0,Decrease
2371,2022-06-29,-63.0,Decrease
2428,2022-06-30,57.0,Increase
2344,2022-07-01,-84.0,Decrease
2344,2022-07-02,0.0,No Change
2344,2022-07-03,0.0,No Change
2344,2022-07-04,0.0,No Change
2652,2022-07-05,308.0,Increase
2683,2022-07-06,31.0,Increase
2641,2022-07-07,-42.0,Decrease
2651,2022-07-08,10.0,Increase
2651,2022-07-09,0.0,No Change
2651,2022-07-10,0.0,No Change
2669,2022-07-11,18.0,Increase
2728,2022-07-12,59.0,Increase
2729,2022-07-13,1.0,Increase
2756,2022-07-14,27.0,Increase
2754,2022-07-15,-2.0,Decrease
2754,2022-07-16,0.0,No Change
2754,2022-07-17,0.0,No Change
2767,2022-07-18,13.0,Increase
2766,2022-07-19,-1.0,Decrease
2770,2022-07-20,4.0,Increase
2913,2022-07-21,143.0,Increase
2890,2022-07-22,-23.0,Decrease
2890,2022-07-23,0.0,No Change
2890,2022-07-24,0.0,No Change
2905,2022-07-25,15.0,Increase
2831,2022-07-26,-74.0,Decrease
2672,2022-07-27,-159.0,Decrease
2519,2022-07-28,-153.0,Decrease
2398,2022-07-29,-121.0,Decrease
2398,2022-07-30,0.0,No Change
2398,2022-07-31,0.0,No Change
2403,2022-08-01,5.0,Increase
2419,2022-08-02,16.0,Increase
2444,2022-08-03,25.0,Increase
2458,2022-08-04,14.0,Increase
2436,2022-08-05,-22.0,Decrease
2436,2022-08-06,0.0,No Change
2436,2022-08-07,0.0,No Change
2371,2022-08-08,-65.0,Decrease
2468,2022-08-09,97.0,Increase
2476,2022-08-10,8.0,Increase
2442,2022-08-11,-34.0,Decrease
2467,2022-08-12,25.0,Increase
2467,2022-08-13,0.0,No Change
2467,2022-08-14,0.0,No Change
2417,2022-08-15,-50.0,Decrease
2395,2022-08-16,-22.0,Decrease
2422,2022-08-17,27.0,Increase
2441,2022-08-18,19.0,Increase
2456,2022-08-19,15.0,Increase
2456,2022-08-20,0.0,No Change
2456,2022-08-21,0.0,No Change
2438,2022-08-22,-18.0,Decrease
2386,2022-08-23,-52.0,Decrease
2336,2022-08-24,-50.0,Decrease
2320,2022-08-25,-16.0,Decrease
2394,2022-08-26,74.0,Increase
2394,2022-08-27,0.0,No Change
2394,2022-08-28,0.0,No Change
2420,2022-08-29,26.0,Increase
2407,2022-08-30,-13.0,Decrease
2385,2022-08-31,-22.0,Decrease
2396,2022-09-01,11.0,Increase
2427,2022-09-02,31.0,Increase
2427,2022-09-03,0.0,No Change
2427,2022-09-04,0.0,No Change
2427,2022-09-05,0.0,No Change
2355,2022-09-06,-72.0,Decrease
2350,2022-09-07,-5.0,Decrease
2336,2022-09-08,-14.0,Decrease
2318,2022-09-09,-18.0,Decrease
2318,2022-09-10,0.0,No Change
2318,2022-09-11,0.0,No Change
2304,2022-09-12,-14.0,Decrease
2317,2022-09-13,13.0,Increase
2329,2022-09-14,12.0,Increase
2334,2022-09-15,5.0,Increase
2382,2022-09-16,48.0,Increase
2382,2022-09-17,0.0,No Change
2382,2022-09-18,0.0,No Change
2380,2022-09-19,-2.0,Decrease
2380,2022-09-20,0.0,No Change
2380,2022-09-21,0.0,No Change
2439,2022-09-22,59.0,Increase
2523,2022-09-23,84.0,Increase
2523,2022-09-24,0.0,No Change
2523,2022-09-25,0.0,No Change
2590,2022-09-26,67.0,Increase
2691,2022-09-27,101.0,Increase
2640,2022-09-28,-51.0,Decrease
2754,2022-09-29,114.0,Increase
2683,2022-10-04,-71.0,Decrease
2712,2022-10-05,29.0,Increase
2768,2022-10-06,56.0,Increase
2768,2022-10-07,0.0,No Change
2768,2022-10-08,0.0,No Change
2768,2022-10-09,0.0,No Change
2768,2022-10-10,0.0,No Change
2826,2022-10-11,58.0,Increase
2824,2022-10-12,-2.0,Decrease
2821,2022-10-13,-3.0,Decrease
2800,2022-10-14,-21.0,Decrease
2800,2022-10-15,0.0,No Change
2800,2022-10-16,0.0,No Change
2827,2022-10-17,27.0,Increase
2823,2022-10-18,-4.0,Decrease
2813,2022-10-19,-10.0,Decrease
2743,2022-10-20,-70.0,Decrease
2646,2022-10-21,-97.0,Decrease
2646,2022-10-22,0.0,No Change
2646,2022-10-23,0.0,No Change
2519,2022-10-24,-127.0,Decrease
2494,2022-10-25,-25.0,Decrease
2564,2022-10-26,70.0,Increase
2589,2022-10-27,25.0,Increase
2590,2022-10-28,1.0,Increase
2590,2022-10-29,0.0,No Change
2590,2022-10-30,0.0,No Change
2625,2022-10-31,35.0,Increase
2568,2022-11-01,-57.0,Decrease
2567,2022-11-02,-1.0,Decrease
2589,2022-11-03,22.0,Increase
2566,2022-11-04,-23.0,Decrease
2566,2022-11-05,0.0,No Change
2566,2022-11-06,0.0,No Change
2543,2022-11-07,-23.0,Decrease
2483,2022-11-08,-60.0,Decrease
2536,2022-11-09,53.0,Increase
2481,2022-11-10,-55.0,Decrease
2484,2022-11-11,3.0,Increase
